ID,NAME
BA91,Little_Colorado
BB92,Tanner_Beach
BB93,Tanner_TH
BC91,Cardenas_Creek
BC92,Nevills_Rapids
BD9,Hance_Rapids
x1,New_Hance_TH
BE9,Hance_Creek
BF5,Horseshoe_Mesa
x2,Grandview_TH
BG9,Cottonwood_Creek
BH9,Grapevine_Creek
BJ91,Lonetree_Canyon
BJ92,Cremation_Creek
x3,South_Kaibab_TH
CBG,Bright_Angel_CG
x4,Bright_Angel_TH
CIG,Indian_Garden_CG
